,title,upload_date,view_count,tempo_desde_pub,y
290,"Bboying in public || Breakdance on streets in front of peoples || best moves, public reactions ||",2019-09-09,336537,750.0,0
291,BEST JUDGE SHOWCASE | BBOY TAISUKE 🇯🇵,2021-08-06,5164,53.0,0
292,Breakdancing is coming to the Olympics,2020-12-09,799,293.0,0
293,Mookkilyarajyathu - Break Dance Comedy Song,2013-08-19,74470,2962.0,0
294,Korean soldiers breakdancing,2007-07-12,17804,5192.0,0
295,BREAKDANCING - TOP 10 Best Powermoves Sets of 2018 REACTION!! | OFFICE BLOKES REACT!!,2021-03-21,9806,191.0,0
296,"1980s Breakdancing, Theatre Performance",2016-12-05,204,1758.0,0
297,"“Breakdancing Ex-banker Brian Rose Is Throwing Everything At Taking On Khan""- THE EVENING STANDARD 👊",2021-04-16,5507,165.0,0
298,Menina de 6 anos envergonha meninos no festival de break dance,2016-06-14,584899,1932.0,0
299,BTS MMA 2020 'DYNAMITE' PERFORMANCE with DANCE BREAK,2020-12-05,549320,297.0,0
300,FREEFIRE NEW EVENT| FREEFIRE EXTREMATHON GIVEAWAY |PERMANENT BREAK DANCER BUNDLE GIVEAWAY | TELUGU,2021-07-08,63675,82.0,0
301,44 Yr Old BBoy Can Breakdance || Live Right,2015-05-24,133101,2319.0,0
302,Breakdance Top 14 Suicide Moves 2019  || Best Bboy Suicide moves || Bboying Power moves ||,2020-04-08,1910545,538.0,0
303,Chris Brown -- The INSANE Breakdance Battle | TMZ,2011-12-06,655891,3584.0,0
304,Lazy legs Disabled breakdancer,2006-07-22,319703,5547.0,0
305,ITZY “LOCO” Dance Tutorial | Chorus + Dance Break | Mirrored + SLOW MUSIC,2021-09-24,170975,4.0,0
306,JBL Unbreakable 2021 livestream,2021-09-18,27598,10.0,1
307,Break Machine - Street Dance (1984),2017-08-20,1922846,1500.0,
308,Jose vs. Victor // BREAK FREE DAY 2021 // BBOY SEMI FINALS,2021-07-19,13790,71.0,
309,"Green Hell - la colonie de vacances foireuse avec Trixy, Bboy et Alfouille!",2021-06-10,358905,110.0,
310,How to Top Rock | Break Dancing,2013-05-16,157408,3057.0,
311,Breakdancing & More Wins VS. Fails | People Are Awesome Vs. FailArmy,2021-06-27,60021,93.0,
312,Breakdancing one step away from being official Olympic sport at Paris 2024,2019-08-02,5984,788.0,
313,TOP 10 Best Powermoves Sets of 2019,2019-12-05,1331359,663.0,
314,7 Sal bacche ki Dikhe Khatarnak break dance 2021 Karan Garibi Raj ka dhamaka Khatarnak dance👍🙏💋,2021-10-02,21,-4.0,
315,BREAK DANCE || ❤️❤️❤️ || #shorts #short #viralshort,2021-10-02,4,-4.0,
316,B-Boy Morris vs.  B-Boy Ben Stacks | Red Bull BC One Cypher USA 2021,2021-08-23,24557,36.0,
317,Bboy Battle 2021| Breakin'Vasion After Jam | Keep It Raw | Hip Hop India | Day 1 | New Delhi | P12,2021-10-03,2,-5.0,
318,Mindset /w Killa Keim (From DownTown) | BBOY.ONLINE x BreakAdvice,2021-03-11,4728,201.0,
319,BBOY ZOOPREME | MUSIC IN HIS SOUL 🎶,2021-09-22,1356,6.0,
320,Bboy Battle 2021| Breakin'Vasion After Jam | Keep It Raw | Hip Hop India | Day 1 | New Delhi | P11,2021-10-03,2,-5.0,
321,How to Breakdance | Coffee Grinder | Flow Basics,2011-09-26,874127,3655.0,
322,Brain Breaks ♫ Action Songs and Dance Songs for Kids Playlist ♫ Move and Freeze ♫ Kids Songs,2016-11-17,2352701,1776.0,
323,BBOY ZOOTY ZOOT | AMAZING FLOW 🌊,2021-09-14,2902,14.0,
324,"TWICE ""MORE & MORE"" M/V TEASER *THE DANCE BREAK*",2020-05-27,10797321,489.0,
325,ENCA x DON XHONI - BREAK DOWN (Official Video 4K),2020-07-29,19377952,426.0,
326,Bboy music 2021- run it,2021-10-02,43,-4.0,
327,Red Bull BC One B-Boy Cypher Japan 2021 | LIVESTREAM,2021-09-26,50041,2.0,
328,MEGAMIX 4 - BREAKDANCING,2009-04-14,9469,4550.0,
329,Shaiz Raj Ney Kiya Zabardast Break Dance | Game Show Aisay Chalay Ga Season 6 | Danish Taimoor Show,2021-06-06,16763,114.0,
330,Blue Peter Breakdancing part 2,2017-03-28,752,1645.0,
331,Bboy Luan San • Ultimate Trailer 2019,2019-03-01,41795,942.0,
332,insuperable el Break Dance de Butter 😎🔥🧈 #방탄소년단 #bts #butter #btsarmy #army,2021-10-02,21,-4.0,
333,DANZA DE TIJERAS vs BREAKDANCE 🔥🔥🔥😱 Cultura Ancestral 🇵🇪 vs Cultura Hip Hop 🇺🇸 | Melotomía,2021-10-01,27,-3.0,
334,Ismael //  Winner of BBOY CITY USA 2020 1on1 // .stance,2020-10-14,8024,349.0,
335,How To Do Basic Breakdance Moves,2011-04-21,186574,3813.0,
336,MIGHTY JIM vs WILDCHILD // .stance // HUALIEN BBOY CITY x UNDISPUTED,2019-12-08,47351,660.0,
337,show what you got /bboy ayaz vs bboy Babu. top32,2021-10-02,6,-4.0,
338,"Nonstop, Dytto, Poppin John | FRONTROW  World of Dance Los Angeles 2015  WODLA15",2015-08-22,1958307,2229.0,
339,Top 10 Bboys Destrozaron el Beat en Batallas de Baile BREAK DANCe,2021-04-21,33690,160.0,
340,Breakdancing Cat FUNNY CATS,2016-05-27,3622,1950.0,
341,Hustle Kidz vs Soul Mavericks [Final] // Bboy World // Bboy Europe 2017,2017-07-21,50814,1530.0,
342,Bboy Kleju 2021( Solo Rounds Outbreak Europe 2021 ),2021-07-30,1232,60.0,
343,Bboy Music 2021 | Bboy Mixtape 2021 // Heavy Breaks Soundtrack,2021-01-02,15913,269.0,
344,BREAKDANCING-1984-OLD SCHOOL BREAKERS,2008-06-25,241319,4843.0,
345,Best breakdance songs,2013-05-22,256493,3051.0,
346,bboy shigekix #shorts,2021-10-02,10,-4.0,
347,"BBOY MENNO ""ALGORITHM"" | EVOLUTION OF FLOW",2021-07-26,2364,64.0,
348,Miraculous Ladybug! Comic by Baraschino: Break Dance AU - First Day!,2016-07-27,8711616,1889.0,
349,Free Fire Arctic Blue Bundle Vs Break Dance Bundle | Who Is Best Bundle In Magic Cube,2020-05-22,54459,494.0,
350,#ClubParis2024 - Défi breaking Bgirl Carlota & Bboy Lagaet,2020-09-08,1010,385.0,
351,I Am A Street Dancer - Govinda | Amit Kumar | Bappi Lahiri | Ilzaam | Bollywood Song,2010-12-13,8244293,3942.0,
352,I GOT BREAK DANCER BUNDLE,2021-08-27,1096926,32.0,
353,How to Air Walk (Hip Hop Dance Moves Tutorial) | Mihran Kirakosian,2016-11-11,15122538,1782.0,
354,The Honeymooners (5/10) Movie CLIP - Breakdancing for Cash (2005) HD,2012-03-02,39371,3497.0,
355,BBOY ISSEI (KOSÉ 8ROCKS) Recap | 2020 & 2021 マイナビDANCE ALIVE HERO'S FINAL,2021-07-17,4628,73.0,
356,Bboy Mixtape / Bboy Mixtape 2021 / Fresh Bboy Music,2021-10-01,716,-3.0,
357,B-Boy Neguin's BEST moments | 10 YEARS of Red Bull BC One All Stars,2021-03-18,494806,194.0,
358,Hype Moments Kill The Beat In Bboy,2021-04-25,9690,156.0,
359,The Flash 7x12 Barry is a breakdancer. Dance scene,2021-06-08,227738,112.0,
360,NEW SHUFFLE 2021 TUZELITY 😎🎵 TIKTOK VIDEOS,2021-02-13,14388700,227.0,
361,respect Break Dance Power Moves 💯 💪,2021-09-30,7928,-2.0,
362,Chuck D And Breakdancing Legend 'B-Boys' On Politics And Culture | The Beat With Ari Melber | MSNBC,2019-01-30,8555,972.0,
363,"Mike Song + David Elsewhere - Kollaboration 2, 2001",2006-10-23,1198372,5454.0,
364,Breakdancing in Holland - Red Bull BC One Western European Qualifier,2013-02-23,111107,3139.0,
365,"BBOY MACHINE ""STILL HUNGRY"" | ALWAYS 100%",2021-08-04,438,55.0,
366,Bboy Victor • Ready to 2017,2016-11-24,28679,1769.0,
367,Newcleus - Jam On It 1984,2018-10-01,6672444,1093.0,
368,Break-Dance  Kid,2007-05-12,487261,5253.0,
369,BATTLE OF THE YEAR 2010 BBOY 1on1 BATTLE | YAK FILMS + KRADDY + BOTY,2010-11-24,14923494,3961.0,
370,Danza de tijera vs  Breakdance,2016-11-10,683661,1783.0,
371,Symphobreaks - Catch The Light (Amazing Break Dancing),2020-04-01,605678,545.0,
372,How to get break dancer bundle in free fire | Free fire break dancer bundle | Break dancer bundle,2021-01-24,68512,247.0,
373,Head Spins + Head Slide - Bourbon Street Breakdancing,2013-08-30,134597,2951.0,
374,Nickyy Break Dance Stunned Everyone | Dance Competition | Faysal Quraishi Show,2021-10-01,1216,-3.0,
375,[THE SHOW] BLACKPINK - 'DDU DU DDU DU' with DANCE BREAK LYRICS (COLOR CODED LYRICS),2021-01-31,1252283,240.0,
376,TOP SETS of JeonJu Bboy Grand Prix 2021 (전주 비보이 그랑프리 2021 명장면) | KoreanRoc.,2021-05-31,8098,120.0,
377,BREAKDANCE PAJARO LOCO,2017-12-21,3107862,1377.0,
378,Breakdancing Fish. One Liner Joke. #shorts,2021-10-02,4,-4.0,
379,Break-dancing Giraffe | BabyTV,2013-01-24,2054241,3169.0,
380,"1980s Coney Island, New York, Breakdancing, B-boy",2021-03-12,1653,200.0,
381,"Bboy Crumbs| Training In Fullerton, California | 2010",2021-09-30,105,-2.0,
382,Kastrito Vs Palmer - B-Boy Top 8 - Break Free Day 2021 - Break Free Worldwide - B-Boy Network,2021-07-21,1672,69.0,
383,BBOY RUSH // PRACTICE SESSION,2021-09-23,487,5.0,
384,Bboy Battle 2021| Breakin'Vasion After Jam | Keep It Raw | Hip Hop India | Day 1 | New Delhi | P9,2021-10-03,1,-5.0,
385,They're Break-dance Fighting!,2013-05-29,61533,3044.0,
386,How To: Breakdance,2019-11-20,955499,678.0,
387,JABBAWOCKEEZ at the NBA Finals 2017,2017-06-13,83931702,1568.0,
388,BOTY B-GIRL 2 vs 2  FINAL BATTLE (Body Carnival vs Kanamyw),2013-05-11,9493639,3062.0,
389,When dogs get too excited they break dance 🐶😂🤣,2021-10-02,3,-4.0,
390,Break Dance Crew gets a surprise by Old School Bboy picked from the crowd,2014-06-05,6732321,2672.0,
391,practice 💪.    #like #youtube #breaking #bboynickindia #bboying #bboy #practice,2021-10-02,565,-4.0,
392,"Boom Chicka Boom Christmas 🎅 Brain Breaks, Dance & Camp Song 🎅 Kids Songs by The Learning Station",2018-12-21,1757787,1012.0,
393,Fusik - Cypher Black | BBOY BEAT | BreakBeat | BBOY MUSIC 2021,2021-10-01,125,-3.0,
394,Break Dance Music 2016 / DOPE,2016-01-08,3697156,2090.0,
395,The Takeover Breakdancing Competition,2009-09-19,1290,4392.0,
396,Razor's breakdancing celebration,2018-08-04,56912,1151.0,
397,djblesOne - save me | BBOY BEAT | BreakBeat | BBOY MUSIC 2021,2021-10-02,102,-4.0,
398,Rollerskate Breakdancing  - BBC stand up comedy,2008-01-11,37043,5009.0,
399,Watch Donnie Wahlberg's Breakdancing Moves,2016-05-06,38990,1971.0,
400,La mejor bailarina del Electro Dance del mundo,2016-05-29,1818133,1948.0,
401,"America's Got Talent 2021: ""The Stunner"" Breakdancing Performance | TstunningSpidey",2021-07-06,2382,84.0,
402,"Malci | Breakdance | Supertalent Hrvatska, 2016 | Polufinale",2016-05-02,302771,1975.0,
403,Aadipta's Breakdance,2021-10-02,31,-4.0,
404,Madcon - Beggin' - Street Dance 3D - Dance Mix,2010-11-30,6404979,3955.0,
405,THE ICONIC BREAK DANCE ?!?!?!?bts_butter #BTSat2021TMA #bts #btsarmy #butter,2021-10-02,7,-4.0,
406,Best break dancing moves you will ever see. #breakdance #entertainment #shorts,2021-10-03,0,-5.0,
407,Bboy Klash practice 2021,2021-03-21,1606,191.0,
408,Iron Fist Presents BREAKDANCING JESUS,2009-08-04,54307,4438.0,
409,Bboy Music mixtape breakdance Hip Hop Break dance nueva Musica Beats mix 2021,2021-04-21,5367,160.0,
410,Bboy Tanitaku. Powermove genius SAC anniversary,2021-09-24,655,4.0,
411,breakdance 1940's,2007-11-05,631284,5076.0,
412,I DID A BREAK DANCE BATTLE W/ Bboy Gravity | PENG PENG LEE,2019-03-19,22095,924.0,
413,BBOY PYROH - THE LIFE OF A LEGEND(Part 2),2021-04-29,13069,152.0,
414,Lilou vs. Hong 10 - Red Bull BC One 2005 - DVD High Quality,2006-12-03,9988829,5413.0,
415,Lego BreakDancing,2007-01-18,46582,5367.0,
416,"'An art, a sport, a culture': Breakdancing to make Olympic debut",2020-12-08,1428,294.0,
417,Breakdancing Landin - Kiel goalkeeper stops a penalty in crazy way | VELUX EHF Champions League,2015-10-10,54395,2180.0,
418,How to Breakdance | 6 Step | Footwork 101,2011-09-19,3262926,3662.0,
419,Matějská pouť 2018 - ATRAKCE BREAK DANCE ZA JÍZDY / ATTRACTION BREAK DANCE ON-RIDE,2018-04-12,17929,1265.0,
420,Bboy Crew Battle Best16-5 OVER THE TOP vs Reformerz（REFZ）｜20201129 Battle In Taoyuan 青年文化季,2020-12-01,8115,301.0,
421,【這！就是街舞3】EP10 精華 B-Boy楊凱Battle大招連出征服全場 超強體力游刃有餘｜王嘉爾 王一博 鍾漢良 張藝興｜Street Dance of China S3,2020-09-20,235503,373.0,
422,Tiger और Vartika ने दिया एक Sensational Performance | India's Best Dancer | Winner's Performance,2020-11-29,65592093,303.0,
423,Footwork Tutorial | Top 10 Footwork Basics | Everyone Should Know | How To Breakdance,2019-05-09,85522,873.0,
424,Vanilla Ice & Posse Hip Hop Breakdancing 1989,2012-03-30,113027,3469.0,
425,Modi ji ka break dance,2021-10-02,10,-4.0,
426,Extreme Breakdancing: Junior B-Boy,2009-10-20,49212,4361.0,
427,break dancing in the street reaction,2021-10-01,1,-3.0,
428,BC One Squad vs Masters of Murda [top 4] // stance // BBOY CITY 2021,2021-09-28,7958,0.0,
429,Chiranjeevi stunning Break Dance | Lankeswarudu Movie Scenes | Mohan Babu | Radha,2014-12-19,220807,2475.0,
430,B-Boy Flying Machine vs. B-Boy Wildchild | Red Bull BC One Cypher India 2021,2021-09-05,21449,23.0,
431,B-Boy Nord Diamond vs. B-Boy Tirock | Outbreak Europe | The Legits Blast 2021,2021-07-26,27517,64.0,
432,Learn How to Windmill - Complete Step by Step - Breakdance Tutorial,2018-10-04,3793917,1090.0,
433,Penguin Dance | Brain Breaks | Jack Hartmann,2018-06-27,16134415,1189.0,
434,B-Boy Shaymin vs. B-Boy Moa | Red Bull BC One Cypher Switzerland B-Boy Final Breaking Battle,2019-10-02,11124,727.0,
435,break dance 1985,2007-12-31,25097,5020.0,
436,respect break dance #shorts,2021-10-03,11,-5.0,
437,BREAK DANCE,2018-05-31,8329,1216.0,
438,ture line#bboy#shorts,2021-10-02,0,-4.0,
439,TOP SET BBOY POWERMOVE ☆ MOST FAMOUS,2021-08-26,2438,33.0,
440,Breakdancing Chinese toddler becomes internet star,2020-07-14,1383761,441.0,
441,Breakdance Choreography – Step by Step Tutorial,2018-04-12,19363,1265.0,
442,The Art of Breakdancing with B-Boy Martin | Gillette World Sport,2018-11-27,2215,1036.0,
443,Amazing Moments at BATTLE OF THE YEAR 2019 // .stance,2019-11-01,987863,697.0,
444,LEGO Education SPIKE Prime: Break Dance,2020-06-22,11124,463.0,
445,Bboy Junior -vs- Bboy Neguin / Breakin' Freestyle Battle / 310XT FILMS / URBAN DANCE SHOWCASE,2016-08-06,7017999,1879.0,
446,|| Top 5 Bboy Battles YOU MUST WATCH || Top 5 Breakdance Battles || Best Bboy Battles Ever || .,2020-05-11,95386,505.0,
447,Bboy Pac Pac | Trailer | 2020,2020-11-30,11502,302.0,
448,OUTBREAK EUROPE THE LEGITS BLAST FINALS ! W/ BBoy DOMkey/ BREAKDANCE SHOW /JOIN IN,2021-07-25,2247,65.0,
449,New! BBOY ICEY IVES // RAW PRACTICE SESSION,2021-10-01,383,-3.0,
450,People are Awesome: The Artifex (Breakdancing),2015-12-19,150553,2110.0,
451,WATCH: Red Bull BC One World Final 2019,2019-11-09,4630429,689.0,
452,JENNIE SOLO THE SHOW ✨DANCE BREAK✨ - TIKTOK DANCE COVER,2021-02-08,947561,232.0,
453,DJ Zielak - ABATAKA (DJ Z-LOCK BBOY EDIT) | Bboy Music 2020,2019-12-05,2268,663.0,
454,Break Dance (Coletânea 1984 - Lado B),2014-12-07,29889,2487.0,
455,Bboy mori BEST set 2018 [Bboy in the wilderness],2020-03-09,608,568.0,
456,Have Fun and Freeze! | Freeze Dance Song | Jack Hartmann Move and Freeze,2021-01-07,2440938,264.0,
457,NEWCLEUS - JAM ON IT,2010-09-05,52271857,4041.0,
458,Break Dancer Daniel Wows The Crowd | Little Big Shots,2021-07-26,31676,64.0,
459,"BREAK DANCER BUNDLE FADED WHEEL -para SAMSUNG,A5,A6,A32,J5,J7,S5,S6,S7,S9,A10,A20,A30,A50,A70FEFIRE,",2021-08-28,316555,31.0,
460,Break Dance Bundle Redeem Code Free Fire | Free Fire Redeem Code Today | Free Fire New Event,2021-07-08,39552,82.0,
461,Sjuåriga Emina Ajvazovski golvar Talang-juryn med fenomenal breakdance - Talang (TV4),2018-01-12,3907104,1355.0,
462,Bboy Taisuke 🔥 #bboy #breakdance #hiphop #bboyworld,2021-09-30,923,-2.0,
463,B-Boy Neguin vs. B-Boy Bruce Almighty | Quarterfinals | Red Bull BC One World Final 2016,2016-12-03,9884119,1760.0,
464,Filipinos B-boys victorious in Red Bull's national breakdancing championship,2019-05-20,620,862.0,
465,Dj Batata'Killa - Break Atatic | BBOY BEAT | BreakBeat | BBOY MUSIC 2021,2021-08-02,472,57.0,
466,How To Break Dance - Footwork - Front Sweeps (Technique To Understand Momentum),2017-10-02,1083,1457.0,
467,1985 Weetabix Weetagang Breakdancing Advert,2017-02-06,3989,1695.0,
468,Breakin' (5/11) Movie CLIP - Kelly Learns to Break Dance (1984) HD,2015-05-14,298225,2329.0,
469,The Egyptian Lover - Egypt Egypt (Megamix)- Breakdancing,2020-09-16,16294,377.0,
470,The Breakdancing US Olympic Coach is getting ready for Paris 2024,2020-02-25,648,581.0,
471,BBOY TOP 10 POWER MOVIES (WORLD BEST BBOYS AND BBOY NEXT GENERATION),2016-03-06,75390,2032.0,
472,Breakdancing in the Olympics?,2019-02-23,1005,948.0,
473,bach gaya 😂?                          #parkour #reels #shorts #short #bboy #like #video  #hardwork,2021-10-02,14,-4.0,
474,Free Break Dancer Bundle Giveaway Trick | Free Fire New Event | FF New Event | Free Fire Extremathon,2021-07-08,73141,82.0,
475,BBOY TILL VS BBOY NALDO( TROPICAL BATTLE 2021),2021-06-21,427,99.0,
476,BBOY KASTRITO Recap | Champion | Powermoves Battle | Red Bull BC One Camp USA 2021,2021-08-24,1557,35.0,
477,EPIC SONGS OF REDBULL BC ONE | BBOY MUSIC 2021,2021-05-12,8858,139.0,
478,B-GIRL TERRA (6 Years Old) Vs B-BOY LEELOU (Best Version),2013-04-08,5155511,3095.0,
479,Woman wins global breakdancing competition for the first time,2018-09-30,125308,1094.0,
480,HYPEST SETS OF THE NOTORIOUS IBE 2018!,2018-11-01,502757,1062.0,
481,Barry doing Break Dance in Star Labs Scene | The Flash 7x12,2021-06-09,1628,111.0,
482,B-Boy Junior | World Bboy Classic Feature Series,2020-09-09,3470,384.0,
483,BREAKDANCING VS. TRICKING BATTLE | JAM 2019 GATHERING,2019-11-28,7071,670.0,
484,El Mejor Baile Del Mundo 🌎,2015-02-11,17500581,2421.0,
485,"""Ghetto Avengers"" Dj Casper  Cha Cha Slide | @ghetto.panther1 @ghetto.spider @ghetto.deadpool",2018-03-24,56247960,1284.0,
486,Break Dance pode ser incluído em Olimpíadas,2019-02-27,3457,944.0,
487,Plasteed - Black Magic | BBOY BEAT | BreakBeat | BBOY MUSIC 2021,2021-10-02,144,-4.0,
488,BBOY FLEAU 🇨🇦 SWEET TECHNIQUE,2021-08-09,759,50.0,
489,vertika the pop star and best break dance |super dancer|chapter 4| with sanchit ..,2021-04-13,122737,168.0,
490,Rogerio BBOY,2021-09-24,385,4.0,
491,BBOY RATIN ♤ KILLAROCKERS 🇧🇷,2020-01-14,7209,623.0,
492,Bboy Music / Dj Ice T - Boty 2008 / Bboy Mixtape,2021-09-11,1711,17.0,
493,BBOY HAYATO 1 | JAPAN FREEZE MONSTER 🥶,2021-10-02,435,-4.0,
494,Bboy Sunni at World Bboy Classic 2018,2018-07-17,22325,1169.0,
495,BBoy Banana Powermove,2021-09-18,89,10.0,
496,BBOY BART PRACTICE 2021,2021-03-03,4709,209.0,
497,"Mela Jhula Break Dance - Rampur Lavi Fair, Shimla || Himachal Pradesh, India",2019-11-14,335072,684.0,
498,Breakdancing || Anonymous blob fish,2021-10-01,1,-3.0,
499,"Cuba Gooding, Jr. Breakdancing in the 80's! | The Meredith Vieira Show",2014-12-16,10092,2478.0,
500,BBOY VICTOR | TECHNIQUE IS THE KEY 🔬,2021-09-30,813,-2.0,
501,BBOY TAWFIQ,2021-08-20,331,39.0,
502,Electric Boogie Men - Breakdancing • TopPop,2020-04-29,17506,517.0,
503,Guru Randhawa :Nain Bengali (official video). Dance Cover By Break Dance Crew.,2021-07-18,10812,72.0,
504,Bboyworld Mixtape // Bboy World,2017-09-13,4037,1476.0,
505,Zeb.Roc.Ski - Bboy Revenge,2021-10-03,1,-5.0,
506,D-TEX vs. ISAIAH // BREAK X GRAND JAM 2021 // BBOY TOP 8,2021-04-22,3796,159.0,
507,BBOY CITY XXVII 2021 [livestream] // .stance,2021-09-26,12032,2.0,
508,5 BEGINNER FREEZES - HOW TO BREAKDANCE - BY COACH SAMBO,2020-10-22,16313,341.0,
509,Bboy Legosam 🔥 #hiphop #bboy #breakdance #bboyworld,2021-10-01,673,-3.0,
510,FDL Breakdancing on the planet with 11G / Elite Dangerous,2021-10-01,7,-3.0,
511,GRADE SCHOOL DANCE BATTLE - BOYS vs GIRLS! // ScottDW,2017-03-05,71786520,1668.0,
512,Maksim Sedakov break dancing at 2009 Wheelchair Dance Sport comp Hong Kong,2013-10-24,27703,2896.0,
513,Boy Amazing Break Dance on Meray Paas Tum Ho | Last Episode Tribute | Celeb City Official,2020-01-25,380105,612.0,
514,BBOY TAISUKE | THE KING 👑,2021-09-22,5353,6.0,
515,B-Boy Lilou vs B-Boy Cloud | Final | Red Bull BC One World Final 2009,2009-11-23,7730047,4327.0,
516,Kids & Youth BREAK DANCE - Demo Video at DF Dance Studio,2017-08-15,114356,1505.0,
517,BREAK DANCE BUNDLE REDEEM CODE🔥 | REDEEM CODE TODAY| FREE FIRE 4TH ANNIVERSARY EVENT | FF NEW EVENT,2021-08-08,22276,51.0,
518,Razor celebrates with a breakdance,2019-07-06,70919,815.0,
519,Breakdancing to Debut as Official Olympic Sport at 2024 Paris Games,2020-12-08,4362,294.0,
520,Man Breaks Laptop Breakdancing Fails of The Week | Fail Army,2021-10-01,3,-3.0,
521,Bboy Froz practice,2021-10-02,12,-4.0,
522,Breakdancing for visually impaired children,2016-03-21,1255,2017.0,
523,Tripod Spin Breakdancing Moves,2020-12-10,45,292.0,
524,Born to Dance: The Breakdancing Kid,2014-04-18,955913,2720.0,
525,Floss Dance | Brain Breaks | Jack Hartmann,2018-07-24,2772618,1162.0,
526,BREAKDANCING CHALLENGE: Roxy and Mouse from B-Boys Soul Mavericks try out ninja breakdancing,2013-09-19,2470,2931.0,
527,Bboy Pac Pac | Best Moments (Compilation),2021-09-01,4424,27.0,
528,BREAKDANCE OZONE Y TURBO (1),2019-05-13,47315,869.0,
529,Break it Down 🔔 Cipher & Battle | Bboy Music 2021,2021-04-01,14851,180.0,
530,Breakdancer bundle legendary Gameplay,2021-09-29,16,-1.0,
531,WORLD BBOY CLASSIC 2019 | OFFICIAL GREAT 8,2019-08-26,7351,764.0,
532,Break Dance FAIL - Throwback Thursday,2014-02-27,214172,2770.0,
533,Bboy Beginner Tutorial | How to Instantly Improve Your Footwork | BreakDance Decoded,2015-09-28,55931,2192.0,
534,Breakdancer these days lol I’m one,2021-10-02,0,-4.0,
535,"BLACKPINK • Intro + Lovesick Girls + Dance Break ✧Remix✧ | (For Dance Cover, Award perf. concept)",2020-11-07,360343,325.0,
536,JENNIE - 'SOLO' Break Dance #shorts #jennieblackpink,2021-09-28,1377,0.0,
537,bboy gravity,2021-08-02,7200,57.0,
538,Learning to Breakdance with No Experience,2021-05-15,706482,136.0,
539,Bboy Battle 2021| Breakin'Vasion After Jam | Keep It Raw | Hip Hop India | Day 1 | New Delhi | P14,2021-10-03,2,-5.0,
540,30-Minute Hip-Hop Fit Workout,2019-04-10,10342393,902.0,
541,Bboy Music Mixtape 2021 // Breaking Battle & Chyper Mix,2021-09-30,2603,-2.0,
542,BBOY TAISUKE // RARE FOOTAGES,2021-09-08,3364,20.0,
543,श्वेता आणि प्राची चा stage Break Dance performance | Maharashtra's Best Dancer,2021-01-27,504202,244.0,
544,break dance bundle #shorts#shorts_videos #garenafreefire #freefire,2021-10-01,948,-3.0,
545,10 Craziest momments / bboy Junior Redbull Bc One Allstar,2021-05-06,713,145.0,
546,WOW! EPIC Dance Crew Delivers Mortal Kombat x Street Fighter Show - America's Got Talent 2019,2019-06-18,39461879,833.0,
547,Bboy Battle 2021| Breakin'Vasion After Jam | Keep It Raw | Hip Hop India | Day 1 | New Delhi | P10,2021-10-03,3,-5.0,
548,SHAKE BREAK ♫| Action Songs for Kids | Sing and Dance! | Pancake Manor,2018-11-12,4765580,1051.0,
549,BBOY BART 2021,2021-03-08,535,204.0,
550,Santa And Elf Breakdancing At Mall,2011-12-20,36595,3570.0,
551,How to Breakdance : The Indian Step: Breakdancing,2008-10-25,461180,4721.0,
552,JBL Unbreakable 2021- 1vs1 Bboy Semi final Nord Diamond vs Amir,2021-09-20,5571,8.0,
553,BBOY WILD CHILD (Beast Mode Crew) Recap | Red Bull BC One Cypher India 2021,2021-09-04,2361,24.0,
554,Head To Toe Dance Song ♫ Brain Breaks ♫ Dance Song For Kids ♫ Kids Songs by The Learning Station,2021-08-04,200623,55.0,
555,"Breakdance Music Video Compilation with Irene Cara's ""Break Dance"" from 1983",2017-07-09,8974,1542.0,
556,Breakdancing lesson with 31SVN,2021-09-27,123,1.0,
557,Teen Titans Go! | Breakdance Battle | DC Kids,2017-10-10,2799969,1449.0,
558,Breakdancing Monkey Flip AKA Macaco Tutorial,2008-11-15,164644,4700.0,
559,Capoeira 🔥🔥🔥 #bboy #breaking #capoeira #breakdance,2021-09-23,386,5.0,
560,BBOY KILL | Bomb Jam Korea 2021,2021-05-15,3521,136.0,
561,BBoy Lorenzo - Breakdance - TIME TO DANCE,2018-06-08,205727,1208.0,
562,Breakdance in Lederhosen - Full Show | DDC Breakdance,2017-09-13,73950,1476.0,
563,"Breakdancing, this man is unbeleaveable. NO FEET PUSHUPS",2006-11-03,117061,5443.0,
564,Breakdance During The 80's,2013-07-10,178706,3002.0,
565,BREAK DANCE 😂😂 / #SHORTS #YOUTUBESHORTS #souravjoshivlogs,2021-10-01,1278,-3.0,
566,BBOY MORRIS Recap | Champion | Red Bull BC One Cypher USA 2021,2021-08-22,1833,37.0,
567,BBOY LIL ZOO - TOP 10 SET,2021-08-15,3388,44.0,
568,As melhores musicas de Break dance 2017,2019-02-15,181271,956.0,
569,West Street Mob  Break Dance - Electric Boogie,2013-04-28,61652,3075.0,
570,Breakdancing gets Olympic green light for Paris 2024,2020-12-08,2108,294.0,
571,THE MONSTER - DJ TEE x Bboy Music Channel,2021-05-08,3662,143.0,
572,Bboy Taisuke 🔥 #bboy #breakdance #hiphop #bboyworld,2021-09-30,923,-2.0,
573,BEST BBOY #shorts #dance #chellenge #bboy #battle #breakdance #redbullbcone,2021-09-29,415,-1.0,
